Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
10/02/23 08:00,3.3635999999999999,4.8345500000000001,3.3448899999999999,3.0748799999999998,5.6890499999999999,1.6,1.8,2.9,0.2,0.9,3.4,3.1,0.9,5.8,2.7,1.9,1.8,1.9,2.17,2.6,4,1.70078,6.8443300000000002,10.0807,3.5556399999999999,2.7687400000000002,2.0962000000000001,3.3279200000000002,4.3318000000000003,2.15164,2.2086800000000002,3.1452300000000002,2.4557699999999998,1,3.49,0.5,1.6,3.2,2.4,0.9,1.9,3.3660800000000002,1.77061,1.6,0.5,20.8,3.0686100000000001,0.81213999999999997,4.0055199999999997,0.88458999999999999,1.73674,2.9504299999999999,2.3341099999999999,2.6130200000000001,2.94373,5.4,3,2.2999999999999998,4.3,2.0961500000000002,2.84076,2.31704,2.9643199999999998,1.99901,3.9370099999999999,4.01037,2.07673,3.4895399999999999,3.00346,5.9354199999999997,4.67049,1.9368399999999999,1.92404,4.0923699999999998,5.8936000000000002,8.1356800000000007,6.4438500000000003,0.57027000000000005,1.59108,2.3569800000000001,1.9398299999999999,5.4726699999999999,0.73579000000000006,1.7112700000000001,1.7519800000000001
10/02/23 09:00,3.3225699999999998,4.7621399999999996,3.3330700000000002,2.8535599999999999,4.6915500000000003,1.8,2.6,3.3,0.5,0.5,3.4,4,1,5.4,3.1,2.1,2,1.9,2.0099999999999998,3.2,4.3,1.5246500000000001,6.6573900000000004,9.4681200000000008,3.9952800000000002,3.0063499999999999,1.8884799999999999,3.4570799999999999,3.4668999999999999,1.9626600000000001,2.0583300000000002,3.0898099999999999,2.68113,0.9,4.09,0.7,2.1,3,2.2999999999999998,0.8,1.7,3.2730399999999999,1.7283999999999999,2.4,0.4,11,3.3124400000000001,0.91962999999999995,4.3527899999999997,0.51232,1.7574700000000001,2.79454,1.69814,2.4354499999999999,3.45309,0.9,2.2000000000000002,2.2000000000000002,4.5999999999999996,2.4161199999999998,2.6568999999999998,2.25088,2.9074200000000001,2.1932200000000002,5.8983400000000001,2.1112899999999999,6.3333000000000004,3.78281,3.1095999999999999,5.5367100000000002,4.3146699999999996,2.3831199999999999,2.2833800000000002,3.7212999999999998,5.97879,7.5102900000000004,6.5694600000000003,0.41776999999999997,1.57281,2.1083400000000001,2.2593999999999999,4.2468500000000002,0.84726000000000001,2.5691199999999998,1.34277
10/02/23 10:00,3.5297499999999999,4.5995799999999996,3.5163199999999999,2.6573600000000002,4.0250700000000004,1.5,2.4,2.8,0.5,0.8,4.2,3,1,5.4,2.9,2,1.9,2,2.25,3.1,4.5,1.7133,8.5326900000000006,8.3080700000000007,3.84246,3.2249400000000001,2.3728799999999999,3.63747,3.0371199999999998,2.10148,2.6896499999999999,2.45289,2.09076,0.7,4.09,0.6,2,3.4,2.9,0.6,1.4,3.45533,1.9033899999999999,2,0.7,10.8,2.7752699999999999,0.49080000000000001,3.5629200000000001,0.60409999999999997,1.8723000000000001,2.3815200000000001,1.97098,2.6112299999999999,3.0062099999999998,3.5,2.1,1.9,5.3,2.5631699999999999,2.8037999999999998,2.1646100000000001,2.2557200000000002,2.21929,3.71238,3.3060900000000002,3.87473,3.69448,3.1341299999999999,2.7581500000000001,4.1329799999999999,2.5866899999999999,4.5052599999999998,3.5088699999999999,6.2135400000000001,7.7407500000000002,5.9325400000000004,0.41138000000000002,1.4476500000000001,1.9045099999999999,2.4957699999999998,4.8224400000000003,1.0283500000000001,2.6806899999999998,1.1357299999999999
10/02/23 11:00,3.35101,4.6572199999999997,4.4362300000000001,2.8463699999999998,4.2814699999999997,1.4,2.2000000000000002,2.2999999999999998,0.2,1.1000000000000001,4.0999999999999996,3.9,1.3,5.2,3.1,2.1,1.8,2.4,2.68,2.2999999999999998,4,1.5314099999999999,8.4950100000000006,8.6789900000000006,5.6873399999999998,3.1846899999999998,2.5387900000000001,3.4093499999999999,2.5677300000000001,1.75926,2.2234699999999998,3.2117300000000002,1.7360899999999999,1.1000000000000001,3.79,0.6,2.5,3.7,3.1,0.4,1.9,2.9247100000000001,1.7897799999999999,2.2000000000000002,0.6,6.7,2.19354,0.50283,3.0966800000000001,0.45767999999999998,1.83331,2.7865799999999998,2.165,3.0428199999999999,1.84735,2.7,1.7,1.9,5,2.5099499999999999,2.6736900000000001,1.98902,2.3865099999999999,2.0971600000000001,4.0173500000000004,4.4598699999999996,5.2325999999999997,4.3937999999999997,3.0964700000000001,2.91296,4.0324099999999996,2.4089,14.2064,3.23617,6.2794499999999998,7.5985899999999997,6.6315299999999997,0.28499000000000002,1.2287600000000001,1.68106,2.8656899999999998,5.4800599999999999,1.2028300000000001,3.45431,1.4234100000000001
10/03/23 12:00,3.1892299999999998,4.56412,3.2347999999999999,5.7933599999999998,4.9841499999999996,1.6,2.1,2,0.5,0.8,3.6,3.4,0.8,5.2,2.6,2.1,2.7,2.2000000000000002,2.96,3.2,4.3,1.3622799999999999,8.9375999999999998,5.6997900000000001,4.4925600000000001,2.9713799999999999,2.10276,2.9727399999999999,2.8500399999999999,1.3930100000000001,2.2473399999999999,3.1814300000000002,2.50454,2.2000000000000002,3.89,0.8,3.6,3.1,3.3,0.3,1.6,3.08826,1.6938200000000001,1.2,0.6,8.1999999999999993,1.1735500000000001,0.29065999999999997,2.5306899999999999,0.75853000000000004,1.32806,2.8595700000000002,2.04284,3.1148600000000002,2.6273399999999998,3.8,1.6,2,5,2.4576199999999999,2.4311400000000001,1.9818899999999999,3.8480300000000001,1.9511099999999999,4.2737800000000004,5.2680100000000003,4.0707000000000004,3.9010199999999999,3.3035000000000001,3.44774,4.3616599999999996,2.2808799999999998,14.651300000000001,3.1841900000000001,6.2312700000000003,7.6010200000000001,7.1073700000000004,0.33757999999999999,1.45987,1.5589599999999999,2.4681299999999999,5.1549399999999999,0.91649999999999998,3.0324,1.25223
10/03/23 01:00,3.1885400000000002,4.3128900000000003,3.2466200000000001,5.8006599999999997,4.6184000000000003,1.1000000000000001,1.8,2,0.7,0.7,3.4,4.4000000000000004,1.1000000000000001,5.2,2.6,2.2000000000000002,2.7,2.5,3.08,4.3,4.8,1.2963499999999999,9.0641200000000008,6.8051700000000004,4.6448999999999998,2.89703,2.1450100000000001,2.9937900000000002,2.5429900000000001,1.6383300000000001,2.2321399999999998,3.0506500000000001,2.4018299999999999,2,3.79,1.2,2.7,3,3,0.2,1.2,3.1259399999999999,1.8396300000000001,2.2000000000000002,0.8,19.8,0.65161999999999998,0.52302000000000004,3.31392,0.95969000000000004,1.61165,2.9604900000000001,2.03633,2.4426199999999998,3.2122099999999998,3.7,1.5,2.2000000000000002,4.9000000000000004,2.7195499999999999,2.4959699999999998,1.9796400000000001,4.6940600000000003,1.73061,5.0748300000000004,5.2824999999999998,5.3609,3.2867799999999998,3.1928999999999998,4.9718200000000001,4.9521100000000002,2.2843300000000002,9.7164599999999997,2.2784499999999999,5.6932099999999997,8.1210500000000003,7.3770699999999998,0.38453999999999999,2.3602599999999998,1.6524000000000001,2.3115999999999999,3.56338,0.63110999999999995,2.7774800000000002,1.42845
10/03/23 02:00,3.0600700000000001,4.5855399999999999,3.75054,5.5619100000000001,3.8898600000000001,1.3,1.5,2.1,0.2,0.4,3.1,3.3,0.9,4.8,2.4,2.2999999999999998,2.4,3.2,4.7,3.6,4.8,1.3456600000000001,10.985799999999999,6.2081400000000002,4.0869099999999996,1.9658899999999999,1.58128,3.2591299999999999,2.0994100000000002,1.8809,2.0658300000000001,3.54053,2.5237500000000002,2.6,4.49,1,2.5,3.5,3.3,0.4,1.7,2.6069599999999999,1.7768600000000001,2.2999999999999998,0.8,7,1.34396,0.55996000000000001,1.33,0.87763999999999998,1.5229600000000001,3.3480300000000001,1.8500799999999999,3.3047499999999999,3.7035200000000001,2.4,1.2,2.2999999999999998,4.7,2.6470400000000001,3.7050299999999998,1.95092,5.2134999999999998,1.50267,4.4516099999999996,6.04453,6.6513,3.3214999999999999,2.9012600000000002,7.3007400000000002,5.3075900000000003,2.27285,10.775700000000001,2.41045,6.25854,7.6616099999999996,7.0622999999999996,0.46761999999999998,2.7213799999999999,1.9548700000000001,2.1597499999999998,5.9655100000000001,0.47323999999999999,2.2875999999999999,1.75719
10/03/23 03:00,3.2901400000000001,4.9675500000000001,4.0786100000000003,10.308999999999999,3.7834599999999998,0.9,1.4,1.9,0.7,0.5,2.6,4.5,1,4.7,2.5,2.2999999999999998,2.2999999999999998,3.4,4.95,3.1,3.8,1.4407799999999999,10.9038,5.7234299999999996,4.02041,2.2745700000000002,1.6141099999999999,3.2177199999999999,2.7095099999999999,2.0691799999999998,2.2726000000000002,2.9582899999999999,2.7867899999999999,2.2000000000000002,3.79,0.9,2.8,3.3,3.7,0.4,1.4,3.2546300000000001,1.57907,2.2999999999999998,0.6,11.7,0.80235999999999996,0.30809999999999998,3.1181100000000002,0.64793999999999996,1.4569799999999999,3.3325100000000001,1.76278,3.7599800000000001,2.9603199999999998,3.3,1.3,2.1,4.4000000000000004,2.49125,5.0744999999999996,1.7177899999999999,5.4454799999999999,1.3934200000000001,4.2306800000000004,5.7407899999999996,4.3815,2.88842,2.96759,4.29758,6.7351200000000002,2.39,12.396100000000001,2.4034300000000002,6.5019299999999998,7.8135300000000001,8.9457299999999993,0.51104000000000005,3.3323299999999998,1.7421500000000001,2.2479900000000002,6.31759,0.43242000000000003,2.6452200000000001,1.2902899999999999
10/03/23 04:00,3.3413900000000001,4.5397299999999996,4.0202400000000003,4.5799399999999997,4.9257799999999996,0.8,1.5,1.7,0.5,0.2,3.3,3.6,0.9,4.5999999999999996,2.2999999999999998,2.1,2.1,3.4,5.37,3.2,3.4,1.3442799999999999,9.4636899999999997,7.53247,4.4319699999999997,2.6587100000000001,1.2217199999999999,3.49919,2.5590099999999998,1.9702200000000001,2.4414500000000001,3.30409,2.38558,2.9,4.49,1.3,5.8,3.4,3.1,0.3,1.7,4.7394499999999997,1.48003,1.8,0.8,8.9,0.93757000000000001,0.73816999999999999,3.2215600000000002,1.1235599999999999,1.5438499999999999,2.8836300000000001,1.6754199999999999,3.5932900000000001,3.2256300000000002,3.8,1.3,2.1,5.9,2.4939100000000001,4.6334799999999996,1.61751,5.0802199999999997,1.7304999999999999,3.4513500000000001,6.1906499999999998,3.58569,2.69401,2.6712699999999998,4.1978099999999996,6.4537800000000001,2.2072400000000001,3.7366799999999998,2.43445,6.4413400000000003,7.8325899999999997,7.5595699999999999,0.74907999999999997,2.8215499999999998,2.0601699999999998,1.9795499999999999,5.9886100000000004,0.43390000000000001,3.5614400000000002,1.2399800000000001
10/03/23 05:00,3.2509600000000001,4.74071,4.7399199999999997,3.4932400000000001,4.9893200000000002,1,1.5,1.9,0.1,0.7,2.9,4.2,1,4.8,2.2000000000000002,2.1,2.2000000000000002,3.5,5.97,3,3.9,1.2506999999999999,10.720499999999999,7.1546599999999998,5.1139599999999996,3.2055699999999998,2.3188200000000001,3.4135599999999999,3.1039599999999998,1.84653,2.5077400000000001,3.0041000000000002,2.2621799999999999,1.6,4.8899999999999997,1.2,10.6,3.4,4,0.4,1.2,4.577,1.5885,2.5,0.7,16,1.25973,0.92271000000000003,2.2610000000000001,1.11144,1.4227700000000001,2.4179599999999999,1.48092,3.5534599999999998,2.9473500000000001,4.2,1.4,1.8,4.3,2.1663899999999998,7.5411799999999998,1.8084100000000001,3.2423000000000002,1.9883,3.5220799999999999,5.7653800000000004,2.5929700000000002,2.8674300000000001,2.7101600000000001,6.2061000000000002,5.5815700000000001,2.7950499999999998,10.536799999999999,2.2812899999999998,6.2750899999999996,7.87995,7.0586099999999998,0.82116999999999996,2.7086399999999999,1.9070800000000001,1.99895,6.6053800000000003,0.32845999999999997,3.6368100000000001,1.6492199999999999
10/03/23 06:00,3.2297799999999999,4.7532699999999997,4.3261399999999997,3.15848,4.42333,1.3,1.5,2.1,0.5,0.5,3.4,4.2,0.8,5.0999999999999996,2.5,2.1,2.4,3.1,5.38,2.9,5.4,1.2722,12.144399999999999,8.4854000000000003,6.3305600000000002,3.6220500000000002,2.0134799999999999,3.1713800000000001,2.9279099999999998,2.0987200000000001,,3.28118,,1.1000000000000001,4.8899999999999997,1,10.4,3.8,5.0999999999999996,0.3,2,3.9806499999999998,1.61998,2.6,0.6,26.9,0.81122000000000005,0.55073000000000005,1.4430499999999999,1.06752,1.5672299999999999,2.9584000000000001,1.7625500000000001,3.3918699999999999,3.1476999999999999,3.1,1.4,1.8,4,2.46576,5.6001899999999996,1.9419500000000001,2.7352599999999998,2.46143,4.4633099999999999,5.8384299999999998,2.6117599999999999,3.2012299999999998,2.8008899999999999,3.9767800000000002,5.2815799999999999,2.8630599999999999,16.290199999999999,2.3003300000000002,6.8846699999999998,8.3428699999999996,7.6245900000000004,0.78907000000000005,2.63497,1.93068,2.2265999999999999,6.39628,0.48619000000000001,3.71218,1.6264400000000001
10/03/23 07:00,3.46204,5.2283799999999996,5.1145300000000002,3.5798299999999998,5.7836299999999996,1.7,1.3,2,0.2,1.2,3.3,4.4000000000000004,0.9,7.1,2.7,2,2.5,3.6,5.55,3.6,4.4000000000000004,1.35673,11.317600000000001,7.17239,7.2855600000000003,3.9083700000000001,2.5596999999999999,3.6922299999999999,3.0074800000000002,2.1007899999999999,2.3465500000000001,2.9405600000000001,2.8363,1.2,4.99,1.1000000000000001,11.8,3.7,4.5,0.4,2,3.7109700000000001,1.96793,2.6,0.7,9.4,0.93462000000000001,1.1017600000000001,3.58066,0.82103999999999999,2.02718,3.3141400000000001,1.6107400000000001,3.8606199999999999,3.6649799999999999,4.0999999999999996,1.8,2.2999999999999998,4.3,2.5522300000000002,6.9610000000000003,2.6532800000000001,4.0295100000000001,3.6440700000000001,7.70946,6.7095599999999997,2.6837900000000001,4.0061099999999996,2.4372199999999999,4.88476,5.2347299999999999,3.00841,13.6548,2.5440700000000001,7.1181599999999996,9.0597399999999997,8.0391100000000009,0.70872999999999997,2.3933499999999999,2.1075300000000001,2.6856200000000001,6.7423900000000003,0.69045999999999996,3.8666100000000001,1.98319
10/03/23 08:00,3.2681800000000001,5.6377199999999998,4.9578899999999999,2.5611999999999999,5.2205899999999996,1.8,4.0999999999999996,2.1,1.3,1.3,3.5,5.0999999999999996,0.8,7.6,2.7,2.2999999999999998,2.5,4.0999999999999996,5.49,3.3,4.7,1.4887699999999999,11.0922,8.72776,6.3264800000000001,4.4569099999999997,2.3983300000000001,4.0765799999999999,2.6013700000000002,2.7006800000000002,2.6878600000000001,3.2501500000000001,2.92571,2.2000000000000002,5.59,1.2,8.5,4.0999999999999996,4.9000000000000004,0.5,2.2000000000000002,3.5466700000000002,2.19496,2.2999999999999998,1,5.2,1.3868199999999999,1.36941,3.9848300000000001,1.0377700000000001,2.06826,8.2885799999999996,1.8613299999999999,5.0159000000000002,3.6727500000000002,3.3,1.8,2.2000000000000002,4.0999999999999996,4.4018300000000004,8.4373699999999996,3.4587500000000002,5.2826599999999999,4.4237000000000002,7.3224299999999998,8.4805399999999995,9.8538999999999994,4.9475300000000004,2.2899600000000002,5.4969999999999999,6.3785299999999996,2.8506,14.626799999999999,2.6993299999999998,6.5702699999999998,8.8410299999999999,8.0516699999999997,1.0053099999999999,2.0912799999999998,2.9293300000000002,2.9145500000000002,7.1987100000000002,1.1513199999999999,4.5493399999999999,2.3410500000000001
10/03/23 09:00,3.75604,5.6680200000000003,4.8034600000000003,2.4764400000000002,4.7374999999999998,2,,3,0.5,1.1000000000000001,4.8,6.4,1,6.2,2.6,2.4,2.2999999999999998,3.8,7.5,2.9,4.9000000000000004,2.0392299999999999,10.8003,10.286099999999999,6.82301,3.54196,3.1448700000000001,,3.3383799999999999,2.92882,3.1777199999999999,3.3388200000000001,2.68926,2.4,5.59,1.2,3.1,4.2,6,1.2,2.6,3.43309,1.91767,4,0.9,3.7,1.42746,1.57914,4.2419599999999997,0.86516000000000004,1.7460599999999999,18.1309,2.5451999999999999,5.9768999999999997,3.9986000000000002,4.0999999999999996,2,2.4,4.4000000000000004,4.8224900000000002,7.7857000000000003,4.0841500000000002,7.2178000000000004,5.9002699999999999,6.9601600000000001,7.2953000000000001,12.188499999999999,7.9038399999999998,2.2367599999999999,5.8703500000000002,6.7400700000000002,2.8806699999999998,9.2532200000000007,3.18092,6.8667199999999999,9.4611800000000006,8.8467199999999995,1.1779999999999999,1.6658900000000001,2.5637400000000001,2.5645600000000002,7.8097700000000003,1.70167,14.005599999999999,2.73448
10/03/23 10:00,3.5292500000000002,5.6827899999999998,5.0155200000000004,2.36395,5.8103999999999996,1.5,,3.7,0.9,1.2,5,4.7,0.9,6.1,2.7,2.4,2,2.8,9.98,2.6,5.6,2.0883799999999999,11.4269,8.8193800000000007,6.5740100000000004,2.7517200000000002,2.0916299999999999,5.2597399999999999,3.3575200000000001,2.6010399999999998,2.577,2.7750400000000002,2.14839,2.4,5.99,1.3,2.4,4.3,4.4000000000000004,1.3,3.6,2.9052500000000001,1.7532399999999999,4.8,1.5,4.9000000000000004,2.9473500000000001,1.49072,3.5324800000000001,0.79146000000000005,2.0895100000000002,13.4903,2.7403300000000002,7.3021000000000003,4.0411700000000002,6.4,2,2.7,4.2,5.1320199999999998,8.2505400000000009,4.0206299999999997,7.2873000000000001,4.1658799999999996,7.1640100000000002,5.6656199999999997,11.278600000000001,5.4738100000000003,2.3862199999999998,6.6417299999999999,7.3918400000000002,2.6436000000000002,4.60107,3.11938,7.5445700000000002,9.2547999999999995,9.5324100000000005,1.29691,1.7553700000000001,2.2107100000000002,2.48366,8.77698,1.6632899999999999,10.427199999999999,3.3634499999999998
10/03/23 11:00,3.28878,5.02888,4.0771300000000004,2.44407,7.4286000000000003,1.4,6,3.1,1.1000000000000001,0.9,4.5999999999999996,6,1.2,5.9,2.7,2.4,2,2.7,7.38,2.2000000000000002,6.2,2.45722,9.3447300000000002,7.6674499999999997,5.69916,2.6145499999999999,1.6470199999999999,5.9819699999999996,3.6303000000000001,2.8126899999999999,,3.5959500000000002,1.7730399999999999,2.1,5.89,1.5,2,4,4.7,,3.1,2.9971199999999998,1.7478400000000001,4.0999999999999996,1.7,2.5,1.82202,1.5063800000000001,5.5192600000000001,0.93103000000000002,,7.7102599999999999,3.0268600000000001,2.1531699999999998,3.5663399999999998,5.3,1.9,2.9,5.0999999999999996,5.3262999999999998,4.9580000000000002,3.0380799999999999,7.0552999999999999,,7.1082599999999996,6.1402200000000002,8.3870400000000007,3.6140500000000002,2.5214599999999998,4.1118199999999998,7.4804700000000004,2.8124099999999999,11.2599,3.1889699999999999,7.2688899999999999,9.7624999999999993,10.2646,1.5674399999999999,1.87561,1.9537899999999999,2.1897099999999998,8.6720600000000001,1.73966,8.5289900000000003,2.5665399999999998
10/03/23 12:00,3.42761,4.7399699999999996,4.0914099999999998,4.6520999999999999,8.9779999999999998,1,3.6,2.8,1.6,1,4.5,6.1,0.9,6.6,3.9,2.5,1.8,2.8,5.86,2,7.4,2.5600700000000001,7.6053800000000003,8.7078100000000003,6.1062900000000004,2.7591800000000002,1.49634,4.08812,3.84951,3.14941,,3.47403,1.80629,2.2999999999999998,5.89,1.5,1.7,4.2,4.9000000000000004,1,3.4,2.9553099999999999,1.78471,4.2,1.4,2.5,2.7626300000000001,1.31481,4.4569799999999997,0.69423999999999997,2.7892299999999999,5.0629,3.1538300000000001,1.32985,3.4467500000000002,4.0999999999999996,1.6,2.9,5.0999999999999996,5.4113300000000004,4.69963,2.2688700000000002,6.2632000000000003,,7.3804699999999999,5.9469399999999997,6.7962899999999999,3.6373600000000001,2.40524,2.7033200000000002,5.4727300000000003,2.3744100000000001,6.1435000000000004,3.1589100000000001,7.1717300000000002,10.498699999999999,9.9794300000000007,,2.4492699999999998,2.4142100000000002,2.0552000000000001,8.3720700000000008,1.5408200000000001,9.0986799999999999,
10/03/23 01:00,3.5663399999999998,4.3439300000000003,,6.7750399999999997,8.7467000000000006,0.5,2.9,2.8,1.6,0.9,4.5,6.2,1.2,7.6,3.9,1.9,1.5,2.5,3.61,2.1,7.8,2.4830000000000001,8.5526400000000002,7.0807700000000002,7.6165799999999999,2.8846799999999999,2.22987,3.7076699999999998,3.6464099999999999,2.05131,1.47519,3.57748,2.2740100000000001,1.8,6.19,1.6,2,4,4.7,0.6,2.7,3.0726900000000001,1.8642099999999999,4.0999999999999996,1.8,3.1,2.9015399999999998,1.2488600000000001,4.1333399999999996,0.74526000000000003,2.3669099999999998,3.8112300000000001,2.8689300000000002,1.70048,3.7868400000000002,4.5999999999999996,1.7,2.7,4.8,5.2230400000000001,4.4560199999999996,2.0472999999999999,4.3686600000000002,3.4041999999999999,7.0815099999999997,5.7275,6.2418300000000002,3.9694699999999998,2.5263900000000001,3.6515300000000002,4.9770099999999999,2.4133300000000002,2.7521100000000001,3.3973200000000001,7.2840400000000001,10.1816,10.331099999999999,,2.5261,1.9330099999999999,1.9077500000000001,9.2026000000000003,1.11496,7.1657400000000004,1.9216899999999999
10/03/23 02:00,3.5149699999999999,4.3121600000000004,5.03695,5.1204900000000002,8.1216000000000008,0.4,2.6,1.9,2,0.6,3.8,6.4,1.2,7.8,3.9,1.9,1.5,2.5,3.28,1.9,7,2.3344,10.3149,7.7531600000000003,7.2648700000000002,2.5248599999999999,1.58887,3.72803,4.0248400000000002,1.6589400000000001,2.32565,3.37059,1.7080200000000001,2.4,6.09,3.4,1.4,4,5.0999999999999996,0.5,2.6,3.1665299999999998,1.8637900000000001,3.8,1.4,3.8,4.2766099999999998,1.8305800000000001,4.33284,0.66452999999999995,2.1227999999999998,,2.4420799999999998,1.52034,3.6741700000000002,6,1.7,3,4.7,5.0245899999999999,4.0422099999999999,2.3083100000000001,3.6571099999999999,2.3077100000000002,6.5153999999999996,4.8837099999999998,6.1345799999999997,3.8342800000000001,2.0910799999999998,2.06514,3.7814100000000002,2.3730500000000001,2.19794,3.5338099999999999,6.9534599999999998,9.6334900000000001,9.5434900000000003,1.1977,2.7074400000000001,3.26511,2.0946199999999999,9.2446999999999999,1.1214500000000001,6.6980300000000002,1.5583100000000001
10/03/23 03:00,3.5706500000000001,5.3148299999999997,5.4295,5.7765599999999999,7.7233999999999998,0.6,2.4,1.8,1.6,0.9,4.2,6,0.6,7.7,4,2,1.7,2.1,3.36,2,5.9,2.18737,9.8774700000000006,8.7196300000000004,8.0702599999999993,2.87907,1.1591800000000001,3.7048700000000001,4.1031599999999999,1.98054,2.84287,3.7090000000000001,1.7589999999999999,2,6.79,2.4,1,4,5,0.2,2.4,3.4771100000000001,1.85449,4.0999999999999996,1.4,3,4.04312,1.4193800000000001,2.69251,1.79687,1.9553199999999999,5.1362500000000004,2.2528700000000002,1.88151,2.9650699999999999,5.6,1.8,2,4.7,5.1908099999999999,3.7902,2.34754,3.5122800000000001,2.1570499999999999,7.7749499999999996,5.4129100000000001,6.1237899999999996,3.6673300000000002,2.3480699999999999,1.8976999999999999,4.2866600000000004,2.10548,3.33657,3.8458199999999998,7.03925,10.291499999999999,9.2700999999999993,1.0597000000000001,2.8377699999999999,3.2894700000000001,2.10283,9.0673999999999992,0.90422999999999998,5.84239,1.25037
10/03/23 04:00,3.8026,11.851000000000001,7.1021400000000003,10.5341,7.6310000000000002,0.5,2.5,2,1.6,0.9,4.5,6.3,1,7.1,4.2,2,1.6,2.5,2.82,1.9,7,1.9877400000000001,10.4841,9.4570399999999992,7.7673100000000002,1.99492,2.8061099999999999,3.9680900000000001,4.5849200000000003,2.3735900000000001,3.3405200000000002,3.8331300000000001,2.03904,2.8,6.99,1.1000000000000001,0.7,3.9,4.5,0.3,2.7,3.9429599999999998,1.78084,5.4,1.5,2,3.1069499999999999,1.63266,2.7272400000000001,0.89151999999999998,2.0565000000000002,4.5216099999999999,4.2240000000000002,1.8320000000000001,2.5641699999999998,5.4,1.8,2.8,4.5,4.9936199999999999,3.9637099999999998,2.2553800000000002,4.2349199999999998,2.37696,7.8094700000000001,5.9624300000000003,6.4399499999999996,3.2997200000000002,2.4489100000000001,2.33589,5.0466100000000003,2.4479299999999999,3.1032999999999999,3.87845,7.5281000000000002,10.443099999999999,9.2235499999999995,1.16425,3.9952000000000001,2.45865,2.1274899999999999,8.3875799999999998,0.75268999999999997,4.59293,1.7641199999999999
10/03/23 05:00,3.4724599999999999,6.41873,13.591799999999999,8.9939900000000002,7.8623000000000003,0.6,2.2999999999999998,2.2000000000000002,1.3,0.8,4.5999999999999996,7,1.2,6.3,4.7,1.9,1.5,2.4,2.73,2,6.1,1.8645099999999999,10.6496,8.2497000000000007,8.0148399999999995,2.6444800000000002,1.2704299999999999,4.3064299999999998,3.9805199999999998,3.2517900000000002,3.0782099999999999,3.9594800000000001,2.0996299999999999,1.7,6.89,1.2,0.9,4.4000000000000004,4.5,0.4,2.7,3.6990599999999998,1.86635,2.7,1.2,2.1,3.2842799999999999,1.2138100000000001,2.18933,0.64751000000000003,2.17862,3.1030600000000002,3.4860500000000001,1.0579400000000001,2.95452,5.9,2.2000000000000002,2.8,4.3,5.09239,4.0603699999999998,1.90384,3.8351799999999998,1.7201299999999999,6.5838099999999997,5.37296,5.5361599999999997,3.4228499999999999,2.3002099999999999,4.0071599999999998,4.5402500000000003,2.2294,2.7589100000000002,4.0330399999999997,7.4723100000000002,10.289199999999999,9.0905500000000004,1.97292,3.43465,2.33989,2.0218500000000001,8.4485600000000005,1.29901,3.7461700000000002,3.5693199999999998
10/03/23 06:00,3.6281400000000001,4.8493300000000001,8.7977000000000007,5.0243700000000002,7.1744000000000003,1.1000000000000001,2.8,1.9,2.5,0.7,4.7,,1.5,6.4,4.4000000000000004,2,1.6,2.2000000000000002,2.0299999999999998,2.5,5.9,1.50339,12.6808,8.1477299999999993,7.2360499999999996,2.4398200000000001,1.43167,4.05654,4.6283500000000002,3.1122999999999998,3.0057999999999998,4.3606999999999996,3.1362899999999998,3.6,6.99,1.6,1.2,1.8,5.0999999999999996,0.3,2.7,3.10514,1.8479699999999999,2.9,1.1000000000000001,1.3,3.7734299999999998,1.8182100000000001,3.4402699999999999,0.74243999999999999,1.7609600000000001,3.1219600000000001,2.3031999999999999,0.86094999999999999,2.9270800000000001,5.4,2.1,2.7,3.9,5.2243700000000004,3.8462299999999998,2.1085699999999998,4.6930300000000003,1.6218999999999999,7.5636999999999999,4.5027799999999996,6.1698899999999997,3.5329000000000002,2.3757299999999999,4.6365299999999996,4.2766900000000003,2.1071399999999998,3.9965000000000002,3.9043299999999999,7.9696600000000002,10.480600000000001,9.5021100000000001,2.2278199999999999,1.84598,1.80243,2.6587299999999998,8.1806900000000002,1.05921,3.5836100000000002,
