Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
11/28/23 03:00,14.1233,18.664300000000001,33.917099999999998,44.304400000000001,36.7879,10.9526,23.115200000000002,25.090199999999999,33.4818,131.48500000000001,16.322600000000001,25.746099999999998,125.1,34.700000000000003,8.4,16.5,41.2,45.6,25,34.9,87.4,39.200000000000003,39.9,8,4.7059800000000003,24,15.1,20,34,37.5,55.2,156.4,71.3,17.3,24.3,25.7,28.4,31.904399999999999,10.635999999999999,6.1130899999999997,18.3903,31.7073,22.150700000000001,34.979500000000002,26.591799999999999,164.92500000000001,43.404000000000003,21.520099999999999,46.967199999999998,46.945700000000002,20.3537,13.2,26.9222,165.1,14.284599999999999,110.598,7,15.4,8.85,14.5,17.5,49.7,34.4,30.6,75.900000000000006,48.4,41.338157000000002,28.4,35.427,26.216000000000001,31.572099999999999,15.804,15.7,138.30000000000001,5.8,,5.3,,25.2,,9.9864800000000002,22.228200000000001,15.894600000000001,58.041800000000002,312.76100000000002,36.264800000000001,41.188400000000001,35.514499999999998,18.926200000000001,43.261400000000002,23.510999999999999,80.070099999999996,27.726600000000001,12,47.6,90.8,34.4,47.853099999999998,123.408,119.26900000000001,19.8917,28.502800000000001,35.9711,98.554599999999994,40.136099999999999,39.971400000000003,51.526699999999998,31.787500000000001,32.779400000000003,63.598599999999998,52.0032,42.560099999999998,10.986599999999999,95.664299999999997,37.7089,26.087599999999998,26.104600000000001,23.864899999999999,22.2974,,15.335000000000001,25.304200000000002,23.219000000000001,19.082599999999999,20.483499999999999,28.128699999999998,24.735199999999999,300.52800000000002,49.854300000000002,5.69245,49.264800000000001,40.626600000000003,51.818899999999999,10.581899999999999
11/28/23 04:00,15.344900000000001,21.684200000000001,32.716200000000001,47.064599999999999,39.648499999999999,12.3409,13.8972,23.376899999999999,31.6388,114.419,18.1831,27.527000000000001,136.6,33,9.3000000000000007,17.5,36.6,75.3,48.5,24.9,87.9,33.9,38.299999999999997,7.8,4.5146800000000002,31.8,17,17,35.1,40.6,56.1,162,80.599999999999994,17.100000000000001,27.3,38,24.9,32.682499999999997,18.571899999999999,5.5862299999999996,28.414999999999999,49.584000000000003,21.070599999999999,37.804000000000002,27.593399999999999,147.75200000000001,45.501899999999999,23.439,38.799799999999998,58.104900000000001,23.1755,19.899999999999999,32.890799999999999,142.9,15.214,106.33,7.125,16.899999999999999,9.35,25.9,16.399999999999999,52,27.2,40.200000000000003,88.9,42.2,51.370500999999997,25.6,38.399299999999997,51.378399999999999,26.656400000000001,15.384600000000001,23.5,119.8,7.3,,3,,45.4,,15.7889,12.457800000000001,23.325299999999999,60.263500000000001,379.44400000000002,44.374899999999997,61.956099999999999,35.187100000000001,22.5989,65.221599999999995,21.855699999999999,82.882199999999997,36.679400000000001,11.8,56,74.599999999999994,39.9,45.924100000000003,146.63399999999999,151.78,22.581800000000001,28.650200000000002,47.700099999999999,90.5321,35.108600000000003,36.173400000000001,43.877800000000001,29.7895,46.695799999999998,60.233800000000002,38.074300000000001,40.130800000000001,12.430099999999999,71.853499999999997,56.4056,28.248699999999999,29.483000000000001,23.796399999999998,31.381499999999999,,19.9693,29.1631,26.548100000000002,48.710799999999999,17.2563,34.518000000000001,31.4178,298.82900000000001,39.674900000000001,6.5247000000000002,71.192800000000005,40.273800000000001,72.305999999999997,6.6330499999999999
11/28/23 05:00,14.2646,14.549300000000001,41.213500000000003,69.9666,28.9541,12.021699999999999,14.3306,22.988600000000002,21.813300000000002,165.179,21.087800000000001,49.838900000000002,170.5,58.5,10.5,21.8,33.799999999999997,113.5,70.5,19.100000000000001,81.099999999999994,29.1,63.6,7,4.4764200000000001,33.200000000000003,27.6,15.6,40.9,33.299999999999997,48.2,132.69999999999999,64,16.899999999999999,28.2,35.9,26.8,40.903500000000001,13.906599999999999,5.625,48.246699999999997,53.668799999999997,19.345099999999999,34.047899999999998,20.9421,133.77000000000001,46.021999999999998,21.633700000000001,53.001199999999997,67.257000000000005,24.967400000000001,32.9,37.860999999999997,90.2,17.752400000000002,107.133,8.125,17.600000000000001,8.85,42.7,16.399999999999999,61.6,34.200000000000003,37.700000000000003,99.5,50.9,63.564692999999998,35.1,27.534400000000002,32.117699999999999,26.389900000000001,11.5344,21.8,118.1,6.4,,4.0999999999999996,,46.3,,7.1296400000000002,10.741300000000001,21.591799999999999,62.555300000000003,338.42200000000003,48.2562,65.609399999999994,31.745999999999999,26.2317,61.615099999999998,19.455500000000001,118.3,31.166799999999999,14.1,48.3,68.599999999999994,36.9,45.235799999999998,118.98099999999999,140.999,28.949300000000001,21.0716,55.415100000000002,72.730400000000003,32.288899999999998,32.210299999999997,36.9636,24.091699999999999,51.555,61.872100000000003,30.6403,37.678199999999997,13.7866,43.214399999999998,47.902500000000003,22.504799999999999,25.745100000000001,15.605600000000001,33.269599999999997,,31.577100000000002,30.1252,27.018999999999998,32.814,24.308800000000002,39.534300000000002,39.952199999999998,244.98599999999999,41.146299999999997,7.6644600000000001,61.999299999999998,39.386299999999999,56.976500000000001,4.0664100000000003
11/28/23 06:00,11.776899999999999,18.7727,29.104099999999999,72.190899999999999,24.9999,14.346399999999999,15.7226,20.4419,17.5745,171.61699999999999,20.750499999999999,40.205100000000002,197.3,54.8,10.9,21.5,34.9,72.3,123.8,20.2,72.599999999999994,19,51.6,7.3,3.99817,26.7,26.2,14.4,35.4,25.5,40.1,132.9,53.8,31.6,33.700000000000003,30.9,24,43.955800000000004,23.744900000000001,7.12432,44.429099999999998,51.094999999999999,17.260100000000001,27.5609,17.139800000000001,113.378,44.003500000000003,20.5976,38.962299999999999,42.678800000000003,19.838999999999999,24.4,29.329699999999999,46.8,17.078199999999999,46.8294,9.125,16.8,9.65,24.5,15.9,53.5,27.7,45.1,93.2,60.6,54.232830999999997,40.4,30.494,28.7,20.169899999999998,14.254799999999999,23.8,109.8,6.4,,4.7,,25.1,,7.3505799999999999,10.4086,11.8751,60.980899999999998,312.06799999999998,49.6355,66.652500000000003,34.226900000000001,24.345700000000001,40.487000000000002,25.161999999999999,93.039699999999996,35.868000000000002,12.2,38.299999999999997,46.5,27.7,39.314999999999998,104.459,136.768,26.251200000000001,17.164000000000001,60.906799999999997,55.097999999999999,32.241100000000003,31.044499999999999,30.145,21.561,35.957299999999996,50.283499999999997,28.1462,31.436499999999999,13.3086,28.317799999999998,35.158999999999999,17.863399999999999,23.822500000000002,14.8939,30.984300000000001,,38.576000000000001,24.517499999999998,33.606299999999997,29.773800000000001,26.500900000000001,48.311999999999998,36.607399999999998,139.654,31.595800000000001,7.8917799999999998,29.476700000000001,65.978399999999993,38.043500000000002,4.6681600000000003
11/28/23 07:00,10.662599999999999,17.750800000000002,22.548100000000002,54.878999999999998,26.564599999999999,15.1053,20.232299999999999,19.132200000000001,17.363099999999999,144.54499999999999,19.745100000000001,30.481000000000002,181.4,97.6,10.5,29.5,39.5,56.5,151.80000000000001,22.9,78.2,16.600000000000001,49.2,9.1999999999999993,3.8642599999999998,20.7,24.2,19.8,45.2,22.7,35.799999999999997,116,44.6,34.299999999999997,35.5,34.4,23.7,78.982600000000005,35.929699999999997,7.5436100000000001,59.133000000000003,38.340899999999998,21.198399999999999,34.868000000000002,17.304300000000001,113.09699999999999,45.1892,20.8185,50.549599999999998,42.319699999999997,18.5505,29.9,24.3187,38.9,14.576499999999999,37.633600000000001,13.125,12.9,10.85,18.399999999999999,15.9,43.2,18.399999999999999,38.4,88.9,41.6,49.887231999999997,43,,30.206199999999999,21.712499999999999,16.623699999999999,10.8,95,9.4,,5.0999999999999996,,26.9,,6.9156000000000004,10.6821,12.5443,47.777500000000003,233.34399999999999,55.068399999999997,42.547899999999998,,27.364699999999999,32.288800000000002,36.4636,65.028599999999997,31.825700000000001,9.5,32,43.2,21.3,46.576900000000002,76.923100000000005,140.386,23.202100000000002,17.430700000000002,39.356900000000003,40.758000000000003,28.1037,25.977699999999999,27.131699999999999,21.185500000000001,26.962399999999999,64.427999999999997,24.542100000000001,30.795999999999999,11.395,30.968599999999999,34.874899999999997,16.527100000000001,18.422699999999999,12.191000000000001,32.0077,,61.145200000000003,23.618500000000001,32.643999999999998,25.332599999999999,23.184100000000001,46.954999999999998,40.8611,144.83699999999999,25.464400000000001,13.8163,22.845700000000001,25.743200000000002,28.071999999999999,3.51512
11/28/23 08:00,10.8963,16.205300000000001,19.03,51.211100000000002,24.233000000000001,16.122399999999999,26.7331,21.976800000000001,18.659500000000001,130.988,16.607800000000001,30.406099999999999,217.4,120.6,10.3,27.9,42.6,37.5,130.69999999999999,23.5,64.8,17.600000000000001,13.7,13.1,5.1842300000000003,24.5,12.1,14.1,25.3,17.899999999999999,28.9,89.1,48.5,25.8,27.4,47.2,19.899999999999999,123.01,43.816699999999997,6.1502699999999999,46.779699999999998,38.616599999999998,28.625299999999999,40.311900000000001,14.529299999999999,103.755,37.775700000000001,18.4604,49.784799999999997,35.050400000000003,18.979099999999999,14.4,21.6828,41,14.785500000000001,42.844900000000003,18.25,11.4,11.35,17.600000000000001,14.6,34.299999999999997,22.7,48.3,106.2,29.6,44.316834999999998,38.799999999999997,19.18,27.3977,21.455100000000002,16.915800000000001,11.8,88.8,7.1,,5.4,,17.899999999999999,,21.518999999999998,9.1106300000000005,14.2242,41.927700000000002,121.282,31.199000000000002,28.9,15.1449,16.229299999999999,39.521500000000003,22.765999999999998,70.111800000000002,27.0671,7.4,27.8,40.700000000000003,20.399999999999999,37.416800000000002,63.369799999999998,135.57400000000001,29.709299999999999,15.395300000000001,36.692900000000002,36.009900000000002,26.6889,27.533899999999999,23.838100000000001,17.750299999999999,25.616,59.613,22.2424,26.478000000000002,11.676500000000001,28.3018,51.637300000000003,15.791499999999999,15.2514,11.709300000000001,23.744700000000002,,61.356999999999999,18.648399999999999,26.4818,29.240200000000002,18.927700000000002,44.9925,57.8889,101.346,24.6188,14.0548,22.875,12.5387,27.709700000000002,2.9797600000000002
11/28/23 09:00,11.422599999999999,15.1547,23.003799999999998,42.685600000000001,25.223500000000001,12.282999999999999,24.581600000000002,27.214700000000001,15.9838,117.004,17.704599999999999,28.7395,168.9,113.4,19.8,40.299999999999997,48.1,44.5,34.200000000000003,28.2,69.8,14.2,16,23,6.9441899999999999,25.7,6.8,9.9,19.100000000000001,15.2,23.7,72.400000000000006,42.5,20.399999999999999,24.8,42.7,21.5,68.907399999999996,52.877400000000002,6.1279599999999999,49.068600000000004,32.842799999999997,17.742999999999999,30.124099999999999,11.874700000000001,95.0976,34.685899999999997,14.9842,38.412100000000002,31.682099999999998,16.761199999999999,13.9,19.343800000000002,31.2,13.079700000000001,26.5944,20.125,10.9,11.85,13.6,15.9,28.9,19.399999999999999,31,76.7,27.3,41.635630999999997,32.799999999999997,29.436299999999999,19.567,14.588800000000001,13.1015,25.2,62.8,6.8,,5.9,,14.4,,21.002300000000002,8.3200800000000008,15.539199999999999,34.877299999999998,89.197699999999998,17.244599999999998,27.566800000000001,16.468900000000001,13.0715,34.368099999999998,8.5858899999999991,40.415700000000001,24.831499999999998,9.1999999999999993,23.5,26.4,17.8,30.133099999999999,59.527200000000001,104.009,31.8858,15.1782,34.28,32.965000000000003,32.119999999999997,31.505500000000001,22.1023,17.515499999999999,24.740200000000002,53.264600000000002,18.314800000000002,20.8445,14.4754,23.3583,53.793599999999998,42.6387,16.091100000000001,14.478,21.793900000000001,,59.6327,20.313199999999998,23.280200000000001,18.981999999999999,18.460999999999999,35.100099999999998,42.950699999999998,43.072699999999998,17.107500000000002,10.5314,26.811599999999999,7.5942400000000001,23.364599999999999,3.0673900000000001
11/28/23 10:00,9.3284400000000005,12.347799999999999,18.0703,38.3797,30.098600000000001,11.0036,20.062899999999999,24.102399999999999,14.4626,90.120500000000007,19.235299999999999,26.424900000000001,136.4,69.5,20.5,42.2,52.4,35.299999999999997,84,40.5,103,11.1,43.8,24.5,4.7251099999999999,17.8,7.5,11.6,13.7,19.5,26.2,66.8,61.5,19.5,19.8,34,16.2,72.967799999999997,24.815100000000001,6.3446499999999997,,26.271899999999999,15.8325,29.565899999999999,9.56433,95.791200000000003,26.478400000000001,13.0526,33.838200000000001,22.477399999999999,12.7163,12.6,19.8127,22.3,13.094900000000001,23.192299999999999,21.75,14.6,12.45,13,14.8,24.2,13.8,20.5,56.2,21.4,33.545265000000001,24.5,16.950399999999998,18.059200000000001,11.1966,12.2217,21.2,58.3,8.6,,8,,12.6,,11.685499999999999,5.96157,12.007400000000001,21.0428,,18.159199999999998,32.618600000000001,21.073599999999999,11.119400000000001,20.096599999999999,6.5405800000000003,30.912299999999998,39.530900000000003,11.4,19.5,17.100000000000001,15.9,25.47,51.412799999999997,97.160899999999998,28.459599999999998,18.717300000000002,31.084299999999999,24.082699999999999,28.258299999999998,29.106000000000002,27.122699999999998,22.6248,28.552,55.790999999999997,24.572900000000001,27.238600000000002,20.1142,24.489000000000001,46.357999999999997,49.201099999999997,19.1067,23.506900000000002,16.87,,50.713200000000001,19.7272,24.254300000000001,20.4956,16.820900000000002,91.512,58.122,29.222799999999999,11.047599999999999,9.2923200000000001,14.0877,4.9712300000000003,22.389500000000002,2.5724
11/28/23 11:00,8.5976300000000005,9.7570399999999999,26.6828,42.862699999999997,26.6676,7.7382900000000001,12.9412,17.3233,12.9384,65.9953,18.3444,20.3644,77.400000000000006,56.5,31.3,34.700000000000003,56.3,20.100000000000001,58.2,68.599999999999994,39.9,9.1,18.600000000000001,19.600000000000001,3.90252,13.9,11.2,12,13.2,16,18.899999999999999,60.2,71.5,20,20.6,33,17.600000000000001,41.4283,25.77,5.7625599999999997,10.1235,22.231200000000001,13.3,23.6615,9.3400800000000004,75.490499999999997,20.982700000000001,13.045199999999999,30.9802,22.510899999999999,10.922700000000001,9.1999999999999993,14.539899999999999,15.6,13.3231,21.507100000000001,15,14.8,7.95,11.1,16.100000000000001,20.7,15.5,19.399999999999999,70.2,18,21.852937000000001,20.5,14.5509,16.987400000000001,10.7081,12.1464,14.7,40.4,8.5,,11.7,,10,,10.8957,6.69909,13.766400000000001,13.527900000000001,37.289299999999997,11.791700000000001,24.352,21.866700000000002,8.8619500000000002,26.485499999999998,7.6006999999999998,24.184999999999999,29.555099999999999,10.8,14.1,11.9,13.1,29.860099999999999,42.935200000000002,74.302800000000005,18.377500000000001,22.553000000000001,31.6038,29.476099999999999,29.152699999999999,28.742100000000001,23.421700000000001,26.138100000000001,25.792899999999999,51.650599999999997,22.502099999999999,23.797000000000001,25.222999999999999,23.991900000000001,40.506300000000003,15.2211,18.251100000000001,22.562100000000001,24.1053,,53.341500000000003,17.532399999999999,21.257999999999999,21.671399999999998,15.6218,72.604500000000002,50.493400000000001,38.048299999999998,10.132300000000001,10.3322,10.1957,6.6349099999999996,17.564900000000002,2.44476
11/29/23 12:00,6.0945,7.62357,23.159400000000002,21.7242,26.3994,6.2857000000000003,9.9564000000000004,17.280200000000001,12.9185,49.049199999999999,14.7235,15.9849,51.7,58.9,26.1,32.700000000000003,67.3,14.4,29.3,45.1,35.4,12.7,21.3,14.1,4.0364300000000002,10.3,5.8,9.3000000000000007,10.5,9.8000000000000007,15.3,45.6,48,18.7,27.2,29.4,13.3,13.4382,13.6989,5.3626300000000002,9.4744899999999994,19.501899999999999,11.1,11.847,9.1575299999999995,62.462400000000002,23.303000000000001,9.4266900000000007,23.1511,17.239599999999999,9.5869800000000005,7.3,18.571000000000002,16.2,14.304,19.848400000000002,10.625,12.5,4.55,10.4,19.5,16.5,13.5,15.3,42.1,16.600000000000001,21.198416000000002,13.5,13.223599999999999,17.505199999999999,25.0243,11.7364,13.5,21,10.1,,11.6,,8.9,,7.6926100000000002,5.1106600000000002,9.8823799999999995,11.0146,21.724,8.3580299999999994,13.492900000000001,12.408899999999999,6.4680299999999997,24.627199999999998,5.0165600000000001,16.715199999999999,16.465399999999999,8.3000000000000007,12.8,,13.9,23.138400000000001,31.823799999999999,50.234099999999998,18.513400000000001,21.580300000000001,25.102399999999999,23.9053,27.601299999999998,29.300899999999999,20.232500000000002,23.108599999999999,27.5748,53.552500000000002,17.331199999999999,17.1692,21.6752,20.373999999999999,37.488999999999997,7.7818399999999999,25.441800000000001,19.793399999999998,18.126100000000001,,55.593400000000003,15.0427,25.675799999999999,24.486699999999999,13.903499999999999,49.723199999999999,45.478099999999998,13.5837,9.0967099999999999,8.5779800000000002,7.6655300000000004,2.7927200000000001,15.2163,5.53653
11/29/23 01:00,5.0190000000000001,7.8062699999999996,28.7956,13.898999999999999,22.698599999999999,5.7747700000000002,10.2729,12.5215,26.846599999999999,29.61,10.9345,12.7323,32.4,31.5,24.9,24.6,73.099999999999994,14.4,24.4,37.200000000000003,41.3,19.399999999999999,32.4,10.5,2.8312400000000002,8.8000000000000007,4.9000000000000004,7.9,9.9,10.1,11.5,18.399999999999999,37.700000000000003,14.3,32,29.3,12.5,10.2462,6.4126399999999997,7.9942799999999998,7.3691700000000004,19.3551,11.3,9.5169800000000002,9.6708700000000007,36.856499999999997,15.389099999999999,9.7405799999999996,20.113199999999999,17.318200000000001,8.6793099999999992,6.7,14.199400000000001,14.6,18.190799999999999,16.932700000000001,8.625,14.1,4.1500000000000004,7,16.3,15.6,10.7,14.6,75.900000000000006,15.9,18.814185999999999,15.5,15.122999999999999,21.471,20.5274,12.2296,8.4,13.8,13.3,,10.8,,10.199999999999999,,5.9680999999999997,4.6131900000000003,8.8568099999999994,7.8520599999999998,16.6816,8.9885000000000002,8.3384199999999993,6.77902,6.9871499999999997,16.746700000000001,6.7728000000000002,14.579599999999999,9.4763099999999998,11,21.4,,24.3,25.400400000000001,26.447500000000002,32.949599999999997,19.7043,18.610900000000001,23.988199999999999,22.934999999999999,20.9635,23.087399999999999,18.046199999999999,21.8127,23.3004,42.051699999999997,14.2789,15.1037,16.8978,23.2441,34.665599999999998,16.291799999999999,19.922499999999999,20.790299999999998,18.323599999999999,,28.7423,16.7851,21.945799999999998,14.492699999999999,12.3576,21.825500000000002,24.6952,7.5699300000000003,7.0416100000000004,7.01492,9.3433100000000007,2.4,15.057499999999999,7.2483000000000004
11/29/23 02:00,4.9658899999999999,10.1761,24.894500000000001,10.606,19.9129,7.42971,12.2555,10.3742,22.485700000000001,28.5929,10.001899999999999,11.8857,25.4,23,27,15.6,67,12.5,19.5,35.6,29.4,16,20.399999999999999,7.2,2.9460199999999999,6.9,6.9,7.4,10.9,9.6999999999999993,11.4,12.7,23.1,10.6,16.8,21.3,9.9,11.6988,5.9096700000000002,8.5615100000000002,3.7199,16.443200000000001,9.6839700000000004,9.6646300000000007,13.637,30.866599999999998,20.257999999999999,13.307,23.460799999999999,17.713899999999999,14.159800000000001,7.5,11.3421,11.9,22.817399999999999,12.446400000000001,4.5,13.3,4.6500000000000004,6.9,19,12.2,11.1,18.899999999999999,55.4,8.9,12.035114999999999,24.8,25.154499999999999,21.241,22.003,20.157,7.6,18.3,13.3,,10.3,,8.8000000000000007,,7.3920000000000003,4.1663500000000004,8.2162900000000008,7.5644499999999999,12.047700000000001,8.8742699999999992,6.4036400000000002,4.6575300000000004,5.2415799999999999,48.210799999999999,5.2030700000000003,17.5809,7.7787699999999997,18.5,31.5,,22.2,21.724599999999999,21.6828,21.6449,15.5084,16.453800000000001,18.7546,18.372199999999999,18.8598,22.975300000000001,18.1846,15.8962,20.645900000000001,39.904000000000003,15.350199999999999,17.0428,15.8903,24.576599999999999,27.645900000000001,14.273099999999999,19.741399999999999,21.072800000000001,21.513999999999999,,14.226699999999999,14.6843,22.805199999999999,14.782,12.4968,15.635899999999999,14.1259,21.933700000000002,7.3078799999999999,6.1141500000000004,4.2839400000000003,3,15.762,3.17361
11/29/23 03:00,6.4386599999999996,14.274100000000001,25.185099999999998,11.5442,15.944000000000001,12.056800000000001,16.415700000000001,9.9801099999999998,22.671500000000002,25.852900000000002,15.654,13.5428,20.399999999999999,23.6,30.3,12.9,59.8,9.9,18.5,35.9,32,12.3,18.399999999999999,6.1,3.4625300000000001,5.9,7.4,8.1,9,8.1999999999999993,14.9,13.8,25,8.3000000000000007,12.1,13.5,9.6,10.316800000000001,5.5570199999999996,9.22593,3.76505,14.3889,9.1,8.3145399999999992,17.654900000000001,25.685600000000001,20.711500000000001,13.4483,22.3035,22.3218,16.3735,6.8,13.3566,17.399999999999999,22.2623,12.7791,4.75,9.6999999999999993,4.1500000000000004,9.5,18,11.4,8.1,17.3,36.700000000000003,11.2,14.913957999999999,10.9,25.679300000000001,15.710599999999999,18.132899999999999,17.6248,7.7,15.1,12.7,,9.1,,8.4,,5.6664199999999996,2.3587899999999999,11.3186,7.4123700000000001,9.3820499999999996,6.8401100000000001,5.7537500000000001,4.1566799999999997,5.1182299999999996,16.904,6.0671099999999996,18.296600000000002,5.90137,13,23.9,,20.100000000000001,21.696999999999999,21.0731,26.6007,14.4404,12.5579,18.935199999999998,18.200099999999999,18.297799999999999,24.4895,18.447500000000002,13.8254,18.989899999999999,26.936299999999999,18.523,15.7097,15.928000000000001,23.102799999999998,28.950900000000001,6.7483000000000004,17.152799999999999,22.994900000000001,22.296299999999999,,11.6692,15.164300000000001,24.9222,16,8.4712300000000003,13.205,11.1,6.8810799999999999,6.51112,5.4205199999999998,3.5823399999999999,3.6,9.0804100000000005,2.1501600000000001
11/29/23 04:00,6.2294,13.965,23.708600000000001,13.718,12.3489,7.6708400000000001,15.6297,13.867800000000001,34.112200000000001,25.151299999999999,12.2804,9.1398899999999994,21.6,22.8,30.5,11.4,54.8,9.1,18.100000000000001,32.9,22.1,13,25.2,5.6,2.6781999999999999,6.3,5.0999999999999996,8.6999999999999993,10.1,7.6,8.5,9.6,17.3,6.2,9.1999999999999993,18.100000000000001,12.6,10.938800000000001,5.0487399999999996,8.7277500000000003,7.53965,13.133800000000001,8.8000000000000007,11.292999999999999,20.667300000000001,42.2849,24.657900000000001,14.8653,21.803699999999999,28.845500000000001,16.935400000000001,8.9,15.760899999999999,20.399999999999999,21.560400000000001,14.2653,3.75,7.2,3.95,13.9,15.5,12.2,8.3000000000000007,14.5,32.9,9.5,12.389101,9,26.100899999999999,13.115,8.33826,18.551300000000001,8.4,15.5,16.3,,11.1,,8.5,,5.27128,2.6312199999999999,,5.4252200000000004,11.4741,5.8108199999999997,5.2282000000000002,3.9971800000000002,5.6607500000000002,10.982200000000001,6.4943499999999998,12.2287,4.8295599999999999,10.8,21.2,,17.2,21.4452,31.5745,29.402699999999999,15.101100000000001,11.2683,22.802199999999999,20.535399999999999,19.058399999999999,28.308199999999999,23.7166,15.714,16.933700000000002,29.869700000000002,17.1814,13.513999999999999,13.146599999999999,19.370699999999999,30.2468,6.0297000000000001,20.951799999999999,26.4986,19.0151,,10.1853,16.144200000000001,24.724,17.386199999999999,8.4539200000000001,16.4453,14.3,5.6531500000000001,4.87575,4.6573099999999998,5.0163399999999996,5.5337500000000004,11.6191,2.6579000000000002
11/29/23 05:00,8.5126500000000007,26.3383,21.785399999999999,17.821300000000001,8.1552100000000003,6.1284900000000002,31.991599999999998,10.5229,27.0596,34.328400000000002,9.4516500000000008,7.8168899999999999,34.799999999999997,23.7,24.7,9.5,47.8,9.8000000000000007,21.6,26.6,23.1,17.899999999999999,45.8,4.0999999999999996,2.3529900000000001,7.6,4.5,8,10.5,17.2,8.3000000000000007,10.8,12,6.7,8.1999999999999993,18.8,12.3,13.0945,8.5137099999999997,9.8404299999999996,7.2337300000000004,14.7973,12.2136,11.6637,19.2273,99.519599999999997,32.6995,22.423500000000001,26.454599999999999,32.3508,22.880199999999999,10.199999999999999,14.9717,21.1,19.7136,16.012799999999999,4.125,6.6,3.55,14,14.8,14.3,9.1,13.6,34.299999999999997,11.2,18.146823999999999,12.2,20.660799999999998,12.9068,11.4397,24.6584,7.6,26.6,14.4,,12.2,,8.6,,7.6002000000000001,6.7532199999999998,17.639299999999999,4.3980499999999996,17.273800000000001,7.6983899999999998,6.2275099999999997,4.4467100000000004,6.8443399999999999,14.4246,5.0160200000000001,8.1476500000000005,5.6946599999999998,10.1,20.9,9.6999999999999993,19.899999999999999,18.558599999999998,32.258800000000001,44.298900000000003,13.945399999999999,15.7224,16.962599999999998,25.3,19.490200000000002,32.005800000000001,23.7136,17.932400000000001,17.6111,24.064599999999999,10.6334,14.8392,13.5184,30.819299999999998,27.069099999999999,6.9559600000000001,17.168700000000001,18.3918,18.258299999999998,,13.1258,14.035299999999999,25.490400000000001,19,11.353,17.193100000000001,15.6328,8.6241800000000008,5.1038100000000002,5.2468500000000002,7.7398800000000003,7.7751999999999999,24.031700000000001,6.2073200000000002
11/29/23 06:00,6.7392700000000003,24.5809,32.549399999999999,35.442799999999998,11.040699999999999,7.9958799999999997,42.103999999999999,10.0869,60.883899999999997,93.6768,7.8407900000000001,11.572900000000001,85.9,36.5,19.7,7.1,41.1,18.899999999999999,21.4,55,44.1,21.8,153.5,4.8,2.23821,9.3000000000000007,11.8,14.1,14.1,12.4,9.6,14.7,14.7,7.1,10.9,26,17.8,25.5427,10.4655,8.8084799999999994,8.5068099999999998,20.314499999999999,19.3428,18.637799999999999,18.47,151.06,40.109499999999997,36.384799999999998,32.986199999999997,41.878399999999999,25.056100000000001,9.5,16.750900000000001,26,20.102900000000002,14.7506,3.875,6.2,3.65,22.8,23.4,17.5,16.3,14,53.4,15.2,34.412537,16.399999999999999,28.724599999999999,19.5776,14.3735,13.794700000000001,7.7,51.2,15.1,,10.1,,8.9,,8.9794499999999999,11.2258,20.554500000000001,5.62127,38.189500000000002,11.278600000000001,,7.0555700000000003,11.2447,32.0869,4.3879200000000003,14.4086,7.2229400000000004,12.4,21.9,15.1,20.9,24.441700000000001,46.771099999999997,103.426,15.4086,15.1257,14.9476,19.941099999999999,21.490300000000001,53.292200000000001,26.805499999999999,17.896899999999999,20.258199999999999,29.854299999999999,10.4284,19.941600000000001,18.3993,59.162599999999998,31.453499999999998,9.6194799999999994,28.519600000000001,16.661899999999999,25.484100000000002,,18.023399999999999,11.9984,24.126300000000001,34.784199999999998,11.6227,28.731999999999999,30.817499999999999,12.911799999999999,9.7133199999999995,27.492999999999999,6.7164299999999999,16.067799999999998,44.954799999999999,10.9948
